id,text,aspectTerm,from,to,polarity
998,The notebook would not turn back on again.,,,,
2292,The ease of use is wonderful.,use,12.0,15.0,positive
2596,This system came loaded with Windows 7 Starter.,Windows 7 Starter,29.0,46.0,neutral
614,"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,6.0,18.0,negative
171,The battery gets so HOT it is scary.,battery,4.0,11.0,negative
2753,Best thing is I can use existing 32 bit old programs.,programs,44.0,52.0,positive
3,It's so nice to look at and the keys are easy to type with.,keys,32.0,36.0,positive
3,It's so nice to look at and the keys are easy to type with.,look,16.0,20.0,positive
1644,The apple macbook pro nothing to say butprofessionally great and outstanding.,,,,
332,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",,,,
1641,I am forever changed and will no longer buy a Windows based machine for personal use.,Windows,46.0,53.0,negative
1680,"Mom, Dad, Brother, sister, You name it!",,,,
1164,but it came back in even worse shape.,,,,
2814,The only thing I would change about it is the mouse keys.,mouse keys,46.0,56.0,negative
43,"It is absolutely horrible to use, despite all its so called advanced features.",features,69.0,77.0,negative
43,"It is absolutely horrible to use, despite all its so called advanced features.",use,29.0,32.0,negative
1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers,72.0,79.0,neutral
1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",Windows 7 Ultimate,24.0,42.0,neutral
2996,I have to keep turning it until it decides to lower and there is no mute.,mute,68.0,72.0,negative
3022,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,36.0,54.0,positive
1850,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,86.0,94.0,neutral
2184,"So far, a great product.",,,,
2368,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,use,30.0,33.0,positive
2233,"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,50.0,58.0,positive
1465,It's the most wonderful thing in the entire world.,,,,
1468,"So I'd pop them off to see what the problem was, well guess what? The darn thing wouldn't go back on.",,,,
1613,"Also, macbooks come with much more features which are so cool!",features,35.0,43.0,positive
510,They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,16.0,43.0,neutral
2353,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,30.0,50.0,positive
2563,Getting the Apple Care plan is a must.,Apple Care plan,12.0,27.0,positive
2264,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",,,,
2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,130.0,138.0,neutral
2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,107.0,118.0,neutral
635,-Apple offers to send replacement and after 10 days I send them the old computer.,,,,
2310,"So far, I have no complaints.",,,,
2557,His was worth $36.,,,,
2664,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,,,,
187,"I spent 2200 dollars on a ""top of the line laptop"".",,,,
1622,I also own an HP notebook and it doesn't even come close.,,,,
2608,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,,,,
1432,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,36.0,44.0,neutral
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,25.0,34.0,positive
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,41.0,47.0,positive
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",hard drive,62.0,72.0,positive
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",web cam,117.0,124.0,positive
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,132.0,138.0,positive
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",features,155.0,163.0,positive
2966,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,25.0,32.0,negative
2211,The graphics on this computer are also stellar - very clear and vivid.,graphics,4.0,12.0,positive
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,15.0,29.0,negative
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",battery life,44.0,56.0,negative
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",webcam,68.0,74.0,negative
1633,"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",Windows,14.0,21.0,positive
1351,I think that if it is the motherboard again so soon that they should replace it.,motherboard,26.0,37.0,negative
2544,if this computer every breaks down on me i will most definatly get the same one again.,,,,
272,"I had a MacBook Notebook, and it had absolutely no protection from viruses, spyware, malware, etc.",,,,
2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs,87.0,95.0,positive
2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",loads,13.0,18.0,positive
2165,I made the right decision.,,,,
93,"In the past few years, I've had terrible experiences with HP.",,,,
2691,"Overall, it's ok.",,,,
2723,"Graphics are clean and sharp, internet interfaces are seamless.",Graphics,0.0,8.0,positive
2723,"Graphics are clean and sharp, internet interfaces are seamless.",internet interfaces,30.0,49.0,positive
73,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,10.0,24.0,negative
1082,Sony parts reliability and quality of service is recenlty the worst.,service,38.0,45.0,negative
1520,I am very Happy!,,,,
2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,38.0,54.0,negative
2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",applications,103.0,115.0,negative
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,31.0,39.0,neutral
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,48.0,59.0,neutral
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,150.0,158.0,neutral
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,4.0,10.0,positive
